Frame Count,Start Time(in ms),End Time(in ms),Execution Time(in ms),Jitter(in ms)
301,1596870512288.334717,1596870512328.296875,39.962158,-0.283203
302,1596870512388.612549,1596870512428.535156,39.922607,-0.277832
303,1596870512488.909180,1596870512528.845459,39.936279,-0.296631
304,1596870512589.192383,1596870512629.127686,39.935303,-0.283203
305,1596870512689.472656,1596870512729.402832,39.930176,-0.280273
306,1596870512789.789551,1596870512829.764893,39.975342,-0.316895
307,1596870512890.049316,1596870512930.031982,39.982666,-0.259766
308,1596870512990.299072,1596870513030.201660,39.902588,-0.249756
309,1596870513090.557861,1596870513130.360107,39.802246,-0.258789
310,1596870513190.867676,1596870513230.825195,39.957520,-0.309814
311,1596870513291.137695,1596870513331.179443,40.041748,-0.270020
312,1596870513391.413574,1596870513431.364014,39.950439,-0.275879
313,1596870513491.760986,1596870513531.708252,39.947266,-0.347412
314,1596870513592.400391,1596870513633.965820,41.565430,-0.639404
315,1596870513692.633789,1596870513732.587402,39.953613,-0.233398
316,1596870513792.891357,1596870513832.863037,39.971680,-0.257568
317,1596870513893.215576,1596870513933.229980,40.014404,-0.324219
318,1596870513993.460205,1596870514033.436035,39.975830,-0.244629
319,1596870514093.725830,1596870514133.717285,39.991455,-0.265625
320,1596870514193.996582,1596870514233.951904,39.955322,-0.270752
321,1596870514294.216309,1596870514334.156982,39.940674,-0.219727
322,1596870514394.514160,1596870514434.509766,39.995605,-0.297852
323,1596870514494.839844,1596870514534.759033,39.919189,-0.325684
324,1596870514595.083740,1596870514634.979736,39.895996,-0.243896
325,1596870514695.341797,1596870514735.396973,40.055176,-0.258057
326,1596870514795.641357,1596870514835.615479,39.974121,-0.299561
327,1596870514895.905029,1596870514935.869385,39.964355,-0.263672
328,1596870514996.162598,1596870515036.215820,40.053223,-0.257568
329,1596870515096.445068,1596870515136.487305,40.042236,-0.282471
330,1596870515196.966064,1596870515236.994873,40.028809,-0.520996
331,1596870515297.417236,1596870515337.343506,39.926270,-0.451172
332,1596870515397.710449,1596870515437.675293,39.964844,-0.293213
333,1596870515497.980957,1596870515537.934570,39.953613,-0.270508
334,1596870515598.252930,1596870515638.170654,39.917725,-0.271973
335,1596870515698.535889,1596870515738.408936,39.873047,-0.282959
336,1596870515798.826416,1596870515838.717529,39.891113,-0.290527
337,1596870515899.168945,1596870515939.049072,39.880127,-0.342529
338,1596870515999.464844,1596870516039.348633,39.883789,-0.295898
339,1596870516099.747070,1596870516139.623779,39.876709,-0.282227
340,1596870516200.056396,1596870516239.971436,39.915039,-0.309326
341,1596870516300.350342,1596870516340.322266,39.971924,-0.293945
342,1596870516400.675049,1596870516440.488281,39.813232,-0.324707
343,1596870516500.905518,1596870516540.819824,39.914307,-0.230469
344,1596870516601.187744,1596870516641.233154,40.045410,-0.282227
345,1596870516701.477783,1596870516741.398193,39.920410,-0.290039
346,1596870516801.747314,1596870516841.644043,39.896729,-0.269531
347,1596870516902.035400,1596870516941.893066,39.857666,-0.288086
348,1596870517002.422607,1596870517042.426514,40.003906,-0.387207
349,1596870517102.731934,1596870517142.727539,39.995605,-0.309326
350,1596870517203.002686,1596870517242.889160,39.886475,-0.270752
351,1596870517303.281250,1596870517343.151855,39.870605,-0.278564
352,1596870517403.557373,1596870517443.442627,39.885254,-0.276123
353,1596870517503.840576,1596870517543.701416,39.860840,-0.283203
354,1596870517604.126953,1596870517644.014160,39.887207,-0.286377
355,1596870517704.388916,1596870517744.322021,39.933105,-0.261963
356,1596870517804.689209,1596870517844.601807,39.912598,-0.300293
357,1596870517904.984375,1596870517944.875977,39.891602,-0.295166
358,1596870518005.271973,1596870518045.141357,39.869385,-0.287598
359,1596870518105.553711,1596870518145.432617,39.878906,-0.281738
360,1596870518205.814209,1596870518245.699707,39.885498,-0.260498
361,1596870518306.101562,1596870518345.961426,39.859863,-0.287354
362,1596870518406.382568,1596870518446.359375,39.976807,-0.281006
363,1596870518506.676270,1596870518546.556396,39.880127,-0.293701
364,1596870518606.979004,1596870518646.898926,39.919922,-0.302734
365,1596870518836.468018,1596870518876.471191,40.003174,-129.489014
366,1596870518936.759766,1596870518976.684814,39.925049,-0.291748
367,1596870519036.967773,1596870519076.879883,39.912109,-0.208008
368,1596870519137.241455,1596870519177.217285,39.975830,-0.273682
369,1596870519237.488770,1596870519277.434326,39.945557,-0.247314
370,1596870519337.729492,1596870519377.657227,39.927734,-0.240723
371,1596870519438.251709,1596870519478.245361,39.993652,-0.522217
372,1596870519538.532227,1596870519578.453613,39.921387,-0.280518
373,1596870519638.825195,1596870519679.037109,40.211914,-0.292969
374,1596870519739.123291,1596870519779.018555,39.895264,-0.298096
375,1596870519839.413086,1596870519879.309082,39.895996,-0.289795
376,1596870519939.711670,1596870519979.589844,39.878174,-0.298584
377,1596870520040.198242,1596870520080.102295,39.904053,-0.486572
378,1596870520140.551514,1596870520180.397705,39.846191,-0.353271
379,1596870520240.802246,1596870520280.667236,39.864990,-0.250732
