Frame Count,Start Time(in ms),End Time(in ms),Execution Time(in ms),Jitter(in ms)
117,1596870493343.074219,1596870493350.737061,7.662842,-50.798828
118,1596870493493.675781,1596870493501.502686,7.826904,-51.056885
119,1596870493644.478271,1596870493652.239990,7.761719,-50.601562
120,1596870493795.179932,1596870493803.353760,8.173828,-50.802490
121,1596870493946.324463,1596870494347.484863,401.160400,-50.701660
122,1596870494347.734375,1596870494352.062500,4.328125,-51.144531
123,1596870494352.277832,1596870494356.673340,4.395508,-301.409912
124,1596870494356.914551,1596870494362.338135,5.423584,95.456543
125,1596870494362.605713,1596870494366.987549,4.381836,95.363281
126,1596870494613.015625,1596870494618.124512,5.108887,94.308838
127,1596870494713.015137,1596870494717.617188,4.602051,-150.409912
128,1596870494813.572266,1596870494818.152832,4.580566,0.000488
129,1596870494913.739502,1596870494918.226074,4.486572,-0.557129
130,1596870495013.965820,1596870495018.271240,4.305420,-0.167236
131,1596870495114.290039,1596870495118.871582,4.581543,-0.226318
132,1596870495214.563721,1596870495218.974365,4.410645,-0.324219
133,1596870495314.762451,1596870495318.853271,4.090820,-0.273682
134,1596870495416.645508,1596870495422.889893,6.244385,-0.198730
135,1596870495515.316650,1596870495520.065674,4.749023,-1.883057
136,1596870495615.540527,1596870495619.708740,4.168213,1.328857
137,1596870495716.093506,1596870495721.126709,5.033203,-0.223877
138,1596870495816.384277,1596870495821.300537,4.916260,-0.552979
139,1596870495916.564697,1596870495920.905273,4.340576,-0.290771
140,1596870496016.845215,1596870496021.306885,4.461670,-0.180420
141,1596870496117.254883,1596870496121.722412,4.467529,-0.280518
142,1596870496217.505615,1596870496222.031982,4.526367,-0.409668
143,1596870496317.808350,1596870496322.489502,4.681152,-0.250732
144,1596870496418.069092,1596870496422.535400,4.466309,-0.302734
145,1596870496518.363770,1596870496522.874023,4.510254,-0.260742
146,1596870496618.628662,1596870496622.964600,4.335938,-0.294678
147,1596870496718.924072,1596870496723.619629,4.695557,-0.264893
148,1596870496819.069092,1596870496823.391602,4.322510,-0.295410
149,1596870496919.489990,1596870496924.439453,4.949463,-0.145020
150,1596870497019.888184,1596870497024.400146,4.511963,-0.420898
151,1596870497120.078369,1596870497124.576172,4.497803,-0.398193
152,1596870497220.614014,1596870497225.024658,4.410645,-0.190186
153,1596870497320.942383,1596870497325.479980,4.537598,-0.535645
154,1596870497421.090088,1596870497425.377441,4.287354,-0.328369
155,1596870497521.378418,1596870497525.659912,4.281494,-0.147705
156,1596870497621.739502,1596870497626.776367,5.036865,-0.288330
157,1596870497721.937012,1596870497726.397461,4.460449,-0.361084
158,1596870497822.258057,1596870497826.478271,4.220215,-0.197510
159,1596870497922.459961,1596870497926.871094,4.411133,-0.321045
160,1596870498022.698242,1596870498027.055176,4.356934,-0.201904
161,1596870498123.064697,1596870498127.455566,4.390869,-0.238281
162,1596870498223.241211,1596870498227.521973,4.280762,-0.366455
163,1596870498323.663574,1596870498328.248779,4.585205,-0.176514
