Frame Count,Start Time(in ms),End Time(in ms),Execution Time(in ms),Jitter(in ms)
279,1596870510063.659180,1596870510063.762939,0.103760,-0.352783
280,1596870510163.911865,1596870510164.035400,0.123535,-0.385254
281,1596870510264.183350,1596870510264.338379,0.155029,-0.252686
282,1596870510364.497070,1596870510364.595459,0.098389,-0.271484
283,1596870510464.733643,1596870510464.860596,0.126953,-0.313721
284,1596870510565.050049,1596870510565.236572,0.186523,-0.236572
285,1596870510665.424316,1596870510665.530029,0.105713,-0.316406
286,1596870510765.685303,1596870510765.781494,0.096191,-0.374268
287,1596870510865.946533,1596870510866.062256,0.115723,-0.260986
288,1596870510966.226074,1596870510966.342041,0.115967,-0.261230
289,1596870511066.522461,1596870511066.655762,0.133301,-0.279541
290,1596870511166.833496,1596870511166.944092,0.110596,-0.296387
291,1596870511267.102051,1596870511267.208496,0.106445,-0.311035
292,1596870511367.371826,1596870511367.485596,0.113770,-0.268555
293,1596870511467.637695,1596870511467.761475,0.123779,-0.269775
294,1596870511586.146240,1596870511586.196045,0.049805,-0.265869
295,1596870511686.317627,1596870511686.440186,0.122559,-18.508545
296,1596870511786.636963,1596870511786.915283,0.278320,-0.171387
297,1596870511887.068848,1596870511887.159424,0.090576,-0.319336
298,1596870511987.288330,1596870511987.380859,0.092529,-0.431885
299,1596870512087.514160,1596870512087.622559,0.108398,-0.219482
300,1596870512187.774658,1596870512187.898926,0.124268,-0.225830
301,1596870512288.066406,1596870512288.182617,0.116211,-0.260498
302,1596870512388.354980,1596870512388.473389,0.118408,-0.291748
303,1596870512488.633301,1596870512488.760498,0.127197,-0.288574
304,1596870512588.928955,1596870512589.039307,0.110352,-0.278320
305,1596870512689.210205,1596870512689.325684,0.115479,-0.295654
306,1596870512789.499023,1596870512789.634033,0.135010,-0.281250
307,1596870512889.795654,1596870512889.893311,0.097656,-0.288818
308,1596870512990.052979,1596870512990.163086,0.110107,-0.296631
309,1596870513090.306641,1596870513090.401123,0.094482,-0.257324
310,1596870513190.576660,1596870513190.708496,0.131836,-0.253662
311,1596870513290.864502,1596870513291.000244,0.135742,-0.270020
312,1596870513391.148438,1596870513391.268555,0.120117,-0.287842
313,1596870513491.446289,1596870513491.573242,0.126953,-0.283936
314,1596870513591.787354,1596870513591.955566,0.168213,-0.297852
315,1596870513692.394287,1596870513692.491699,0.097412,-0.341064
316,1596870513792.644043,1596870513792.751709,0.107666,-0.606934
317,1596870513892.920654,1596870513893.068359,0.147705,-0.249756
318,1596870513993.219482,1596870513993.321533,0.102051,-0.276611
319,1596870514093.468262,1596870514093.580322,0.112061,-0.298828
320,1596870514193.732422,1596870514193.853271,0.120850,-0.248779
321,1596870514293.999268,1596870514294.092285,0.093018,-0.264160
322,1596870514394.237549,1596870514394.361328,0.123779,-0.266846
323,1596870514494.550049,1596870514494.704102,0.154053,-0.238281
324,1596870514594.849365,1596870514594.954346,0.104980,-0.312500
325,1596870514695.092773,1596870514695.205811,0.113037,-0.299316
326,1596870514795.356445,1596870514795.484863,0.128418,-0.243408
327,1596870514895.651123,1596870514895.763184,0.112061,-0.263672
328,1596870514995.912842,1596870514996.026123,0.113281,-0.294678
329,1596870515096.168701,1596870515096.309570,0.140869,-0.261719
330,1596870515196.484619,1596870515196.700439,0.215820,-0.255859
331,1596870515297.004883,1596870515297.235352,0.230469,-0.315918
332,1596870515397.436523,1596870515397.560791,0.124268,-0.520264
333,1596870515497.721191,1596870515497.841797,0.120605,-0.431641
334,1596870515597.990967,1596870515598.115723,0.124756,-0.284668
335,1596870515698.274658,1596870515698.385986,0.111328,-0.269775
336,1596870515798.567139,1596870515798.688232,0.121094,-0.283691
337,1596870515898.860107,1596870515898.991211,0.131104,-0.292480
338,1596870515999.190186,1596870515999.313721,0.123535,-0.292969
339,1596870516099.481201,1596870516099.602051,0.120850,-0.330078
340,1596870516199.777832,1596870516199.908691,0.130859,-0.291016
341,1596870516300.080566,1596870516300.194092,0.113525,-0.296631
342,1596870516400.374512,1596870516400.483887,0.109375,-0.302734
343,1596870516500.687988,1596870516500.797119,0.109131,-0.293945
344,1596870516600.929932,1596870516601.047363,0.117432,-0.313477
345,1596870516701.216064,1596870516701.348877,0.132812,-0.241943
346,1596870516801.492188,1596870516801.607910,0.115723,-0.286133
347,1596870516901.762451,1596870516901.886963,0.124512,-0.276123
348,1596870517002.071045,1596870517002.236328,0.165283,-0.270264
349,1596870517102.444580,1596870517102.580078,0.135498,-0.308594
350,1596870517202.740479,1596870517202.857910,0.117432,-0.373535
351,1596870517303.018066,1596870517303.133789,0.115723,-0.295898
352,1596870517403.295410,1596870517403.414062,0.118652,-0.277588
353,1596870517503.574707,1596870517503.688965,0.114258,-0.277344
354,1596870517603.856934,1596870517603.978027,0.121094,-0.279297
355,1596870517704.140869,1596870517704.253418,0.112549,-0.282227
356,1596870517804.417725,1596870517804.541504,0.123779,-0.283936
357,1596870517904.707764,1596870517904.824219,0.116455,-0.276855
358,1596870518005.006592,1596870518005.126709,0.120117,-0.290039
359,1596870518105.288574,1596870518105.407715,0.119141,-0.298828
360,1596870518205.571289,1596870518205.685303,0.114014,-0.281982
361,1596870518305.835938,1596870518305.953857,0.117920,-0.282715
362,1596870518406.118896,1596870518406.237305,0.118408,-0.264648
363,1596870518506.413330,1596870518506.533936,0.120605,-0.282959
364,1596870518606.704102,1596870518606.824951,0.120850,-0.294434
365,1596870518836.314697,1596870518836.364014,0.049316,-0.290771
366,1596870518936.475586,1596870518936.594238,0.118652,-129.610596
367,1596870519036.759277,1596870519036.847412,0.088135,-0.160889
368,1596870519136.984375,1596870519137.101074,0.116699,-0.283691
369,1596870519237.246338,1596870519237.358887,0.112549,-0.225098
370,1596870519337.499756,1596870519337.609131,0.109375,-0.261963
371,1596870519437.832031,1596870519438.073975,0.241943,-0.253418
372,1596870519538.262207,1596870519538.373535,0.111328,-0.332275
373,1596870519638.552734,1596870519638.685547,0.132812,-0.430176
374,1596870519738.858154,1596870519738.977295,0.119141,-0.290527
375,1596870519839.145996,1596870519839.264404,0.118408,-0.305420
376,1596870519939.433594,1596870519939.566650,0.133057,-0.287842
377,1596870520039.737061,1596870520039.855713,0.118652,-0.287598
378,1596870520140.223877,1596870520140.356201,0.132324,-0.303467
379,1596870520240.541748,1596870520240.670654,0.128906,-0.486816
380,1596870520340.830322,1596870520340.955078,0.124756,-0.317871
381,1596870520441.118164,1596870520441.235352,0.117188,-0.288574
382,1596870520541.396240,1596870520541.530273,0.134033,-0.287842
383,1596870520641.680176,1596870520641.778809,0.098633,-0.278076
384,1596870520741.918701,1596870520742.036133,0.117432,-0.283936
385,1596870520842.189697,1596870520842.304932,0.115234,-0.238525
386,1596870520942.458252,1596870520942.581299,0.123047,-0.270996
387,1596870521042.739746,1596870521042.854492,0.114746,-0.268555
388,1596870521143.017822,1596870521143.140625,0.122803,-0.281494
389,1596870521243.311768,1596870521243.430420,0.118652,-0.278076
390,1596870521343.597168,1596870521343.728760,0.131592,-0.293945
391,1596870521443.896973,1596870521444.017822,0.120850,-0.285400
392,1596870521544.192139,1596870521544.337891,0.145752,-0.299805
393,1596870521644.511475,1596870521644.631104,0.119629,-0.295166
394,1596870521744.798584,1596870521744.925537,0.126953,-0.319336
395,1596870521845.090088,1596870521845.207764,0.117676,-0.287109
396,1596870521945.385498,1596870521945.513184,0.127686,-0.291504
397,1596870522045.675049,1596870522045.791016,0.115967,-0.295410
398,1596870522145.960449,1596870522146.086914,0.126465,-0.289551
399,1596870522246.258301,1596870522246.378906,0.120605,-0.285400
400,1596870522353.369385,1596870522353.412109,0.042725,-0.297852
401,1596870522545.760010,1596870522545.799805,0.039795,-7.111084
402,1596870522645.917969,1596870522646.051514,0.133545,-92.390625
403,1596870522746.218262,1596870522746.348145,0.129883,-0.157959
404,1596870522846.531006,1596870522846.623535,0.092529,-0.300293
405,1596870522946.759277,1596870522946.850586,0.091309,-0.312744
406,1596870523046.987305,1596870523047.105469,0.118164,-0.228271
407,1596870523147.258545,1596870523147.389648,0.131104,-0.228027
408,1596870523247.540283,1596870523247.652832,0.112549,-0.271240
409,1596870523347.802002,1596870523347.914307,0.112305,-0.281738
410,1596870523448.080078,1596870523448.281738,0.201660,-0.261719
411,1596870523548.464600,1596870523548.610596,0.145996,-0.278076
412,1596870523648.768799,1596870523648.889160,0.120361,-0.384521
413,1596870523749.042725,1596870523749.167969,0.125244,-0.304199
414,1596870523849.338623,1596870523849.455322,0.116699,-0.273926
415,1596870523949.609375,1596870523949.736572,0.127197,-0.295898
416,1596870524049.916016,1596870524050.073242,0.157227,-0.270752
417,1596870524150.240723,1596870524150.452148,0.211426,-0.306641
418,1596870524250.675049,1596870524250.787109,0.112061,-0.324707
419,1596870524350.956543,1596870524351.125244,0.168701,-0.434326
420,1596870524451.290039,1596870524451.404297,0.114258,-0.281494
421,1596870524551.542236,1596870524551.642822,0.100586,-0.333496
422,1596870524651.767578,1596870524651.873291,0.105713,-0.252197
423,1596870524752.032471,1596870524752.221436,0.188965,-0.225342
424,1596870524852.379639,1596870524852.475830,0.096191,-0.264893
425,1596870524952.618408,1596870524952.742676,0.124268,-0.347168
426,1596870525052.891846,1596870525053.004639,0.112793,-0.238770
427,1596870525153.152344,1596870525153.300781,0.148438,-0.273438
428,1596870525253.442627,1596870525253.543213,0.100586,-0.260498
429,1596870525353.680420,1596870525353.797607,0.117188,-0.290283
430,1596870525453.984619,1596870525454.225830,0.241211,-0.237793
431,1596870525554.460205,1596870525554.579590,0.119385,-0.304199
432,1596870525654.730225,1596870525654.843506,0.113281,-0.475586
433,1596870525754.997070,1596870525755.137939,0.140869,-0.270020
434,1596870525855.321045,1596870525855.447754,0.126709,-0.266846
435,1596870525955.590576,1596870525955.705078,0.114502,-0.323975
436,1596870526055.841553,1596870526055.940430,0.098877,-0.269531
437,1596870526156.076172,1596870526156.196289,0.120117,-0.250977
438,1596870526256.380371,1596870526256.531738,0.151367,-0.234619
439,1596870526356.705078,1596870526356.817383,0.112305,-0.304199
440,1596870526456.969482,1596870526457.073242,0.103760,-0.324707
441,1596870526557.388672,1596870526557.520020,0.131348,-0.264404
442,1596870526657.665527,1596870526657.775879,0.110352,-0.419189
443,1596870526757.939453,1596870526758.034180,0.094727,-0.276855
444,1596870526858.189941,1596870526858.393555,0.203613,-0.273926
445,1596870526958.582764,1596870526958.688477,0.105713,-0.250488
446,1596870527058.825195,1596870527058.954346,0.129150,-0.392822
447,1596870527159.109131,1596870527159.224609,0.115479,-0.242432
